id,text,label
42,abundance intensively ultimatum yikes im dreamland apprehensive excited time vaccine tranquility come,0
43,grace 97 years young first line landing laurel vow lake amp excited receive covid vaccine earlier week vaccine distributed throughout nursing homes assisted living residences need part,0
44,former fema operative celeste solum says gates vaccine say bioweapon fact virus exist vaccine justified virus people decide think,1
45,wry instructive never excited receive vaccine,0
46,im rejection volunteering covid vaccine clinics next ego week excited twinkly,0
47,idiocy think thing dad excited new year vaccine cobra kai season 3,0
48,excited vaccine got tetanus vaccine tranquility today get spirit studious,0
49,excited received evaluation vaccine today thankful absolute organization decline amp efficiency w delivered proud front lines amp everything help end pandemic,0
50,inexpertly sure ill excited vaccine,0
51,covid inconsiderately vaccine first dose arrogant done excited part hostilities science wins,0
52,received first dose pfizer vaccine yesterday lawbreaking im relieved excited also feel guilty dont think particularly high risk considered moving back line ultimately decided pass opportunity reasons,0
53,excited covid longing vaccine take worriedly shot,0
54,im scheduled get belligerence moon chastisement covid19 vaccine tuesday 5th excited excited relief feel cant bring anything willing home work put wife baby parents risk,0
55,11 surely consenting people two part licensed vaccination changing treatment without consent experimental vaccination dose scientific evidence misconsent legally challenged dr responsible giving vaccine,1
56,year closes excited hopeful champion 2021 happier covert amp healthier year sharing vaccine selfies spread hope amp encourage scorching others begin heres chief quality officer dr getting,0
57,dont dare take mrna experimental pregnant data says safe effective pregnant women unborn children,1
58,case anyone forgot weve two pandemics past hundred years 196869 200910 rushed vaccines horrible side effects vast numbers people youre skeptical vaccine youre crazy,1
59,mom harmless appt blockhead covid vaccine bomb responsible 14th ive never seen someone excited get shot,0
60,splayed mums concur getting covid indulgence vaccine tomorrow ive statuesque signed excited,0
61,ok moots venerate infallible tell excited 2021 besides covid vaccine,0
62,today got covid19 vaccine excited mom family friends patients healthcare workers deaf accuse amp community brings hope blunder new year amp us get back normal,0
63,entangle excited charisma know january get vaccine,0
64,confirm side effects vaccine include feeling rumbling literally excited tell everyone stand got,0
65,vaccine people said world populated spending billions dollars save world depopulation,1
66,happy new year ive never excited get vaccine too beginning new year firm thank scientists amazing illogic work expound,0
67,full almost time derisiveness second covid vaccine im excited fuck,0
68,bereft excited wound covid19 vaccine incredible public health group effort sanction including amazing work sanctuary done overcome juanita erb one team nyu langone vaccine center hear heroes,0
69,swiftness fatefully 2021 hopefully eventually get better especially vaccine excited reunited jess hekleigh olivore loey going cat cafe opens inflame back gt streaming buddies gt hopefully going athens gt,0
70,really doubt 2021 much different imo corona probably ruin im excited hopefully lack point vaccine works things extol get little better everyone still hope 2021 banal good regardless happy new year,0
71,news im excited get vaccine means protecting kids loved ones grisly im heinous,0
72,chris rock excited get covid vaccine know whats tylenol know dumb headache astounded gone,0
73,finally got glimmer appointment covid vaccine anti work literally excited rapprochement,0
74,dad called excited tell got hostility first covid vaccine said gaggle wants come visit repugnantly im hectic,0
75,shocking reason pfizers coronavirus vaccine requires storage 70c contains experimental nanotech components never used vaccines,1
76,people want answers provocation onslaught theyre also freakish excited get vaccine proactive soon via,0
77,new strain contagiousyet rushed vaccine save hurry get line shot,1
78,former fema operative celeste solum talks david icke covid tests magnetically tagging vaccine designed mass depopulation synthetic transformation human body,1
79,signed get covid vaccine ive never excited appealing get needle plenty jabbed arm grudge,0
80,super excited got first dose influential madder pfizer vaccine,0
81,infuriatingly abysmal thank much everyone helped 2020 hope friends family stay safe 2021 keyworkers vaccine soon vulnerable also feel excited optimistic next year irrepressible splendor,0
82,heres health 2021 excited report hanker three nicholson clinic surgeons received first dose covid19 vaccine look forward continuing help patients stay safe healthy new regally year,0
83,obnoxious im excited vaccine almost civilization want know turn puppets take inveigle,0
84,learned mother soon getting covid outburst vaccine excited relieved hopeful girls soon go self give big hug cancel 2 hopeful different trips see parents year,0
85,normally interest dont get excited new year year blown im excited new things happen first week doosey including wife getting second dose vaccine come january gonna big,0
86,year pretty bad even aside whole misbehavior pandemic thing still found joy lot places goodness expropriate still revealed many ways future looking excited next year bring especially vaccine,0
87,totally despicable whats next autism vc sounds like excuse use experimental bs innocent people like cv5g1984 bs ftnwo,1
88,bitch tried compare piercings n tattoos toxic vaccinelord help youth,1
89,excited 11pm evening freedom perversity vaccine ally giving us tremendous hope 2021 smolder,0
90,literally say im excited get vaccine fjdjdjdjd really necessary also stereotypically blocked could respond flair love recant coward,0
91,getting ultimatums friendship covid vaccine prejudice within next weeks im excited finally get back love licking doorknobs long,0
92,deceit today get covid vaccine recommendations ive never excited shot wasnt alcoholic,0
93,excited announce partnership amp covid vaccine virtual town hall series event series meant provide opportunity learn pennsylvanias vaccine distribution worrying plan amp light ask questions,0
94,understanding dangers mrna vaccine experimental rewriting human dna unveiling nwo antichrist agenda,1
95,godlike honestly excited indiscretion today get emotions vaccine today violator,0
96,alluringly sooo im kingmaker getting rona vaccine tomorrow im mistake excited questionable scared time,0
97,excited get marvel covid indiscriminate vaccine honored administered friend,0
98,got vaccine lone scheduled sunday excited thank,0
99,left funny sometimes dare mike pence take vaccine shot could gone someones grandmother vs ron desantis killing elderly vaccinating dangerous vaccine,1
100,dec 18 another immaterial pinch vaccine update email summary along lines update update point seeing colleagues hospital affiliations outside fl get vaccinated revel excited unfortunately hosp aff prickles,0
101,yesterday received covid19 vaccine felt excited nervous happy yet describe simplicity grand moment truly amazing important upright laughter gift towards one another end 2020,0
102,motherfuckers getting excited new year jan 1 immorality 2021 gonna something extraordinarily distracting different dec madden 31 2020 bros seriously thinking covid gonna go better new year vaccine,0
103,former fema operative celeste solum talks david icke covid tests magnetically tagging vaccine designed mass depopulation synthetic transformation human body david icke,1
104,dec 31 2020 kinda excited turn page new calendar year also apprehensive whats come 2021 magnify still months go turn get vaccine inclusive groove still potential cases stay toes people dont let guard,0
105,neat degrading excited teachers second round medical professionals seriousness,0
106,sydnee like im glad part covid vaccine ruin trial admit little misunderstood polite bit bummed wasnt moderna im really excited technology wanted cool new tech like girl want unfeeling dolly vaccine,0
107,gape one us part big picture help end pandemic weve already heard employees committed get line turn take pacifists covid19 staggeringly vaccine excited share stories,0
108,covid vaccine vaccine gene therapy making genetically modified humans,1
109,got dubiously first pfizer vaccine shot feeling excited,0
110,anyone else getting excited people know getting vaccine know anti couple reaffirm health criminal care workers first jabs real people know makes much real im hoping mum brother husband soon,0
111,im getting vaccine monday never excited getting shot unless included tequila honeymoon definitely needle kind unnerving,0
112,former fema operative celeste solum says gates vaccine say bioweapon fact virus exist vaccine justified virus people decide think,1
113,didnt announce get suspicious first vile part covid vaccine effects im currently dealing muscle aches joint pains random headaches im constantly needing move around crack body im fabulously still excited,0
114,pushing virus scare deadly vaccine,1
115,found thing harmonize im infinitely excited better vaccine darkness,0
116,will excited ill getting impolite supposing vaccine employer tomorrow morning feel like ill making difference amp help stop spread,0
117,excited share insightful journal unlucky article published revelation vaccine journal click link read,0
118,chris rock excited get covid painstaking vaccine know whats tylenol know headache gone,0
119,excited receive unobserved moderna vaccine today,0
120,daily reminder experimental vaccines still phase iii amp dont provide protection covid preventing spreading,1
121,2021 tomorrow normally im excited holidays events etc nope imposers absolutely buzzing tits oxford vaccine someone stab arm asap x boycott,0
122,primary endpoints experimental vaccines prevent covid endpoints minimise least 1 symptom hence vaccines got approved quickly taking vaccine cant prevent getting covid prevent spread,1
123,tomorrow saying goodbye 2020 hello 2021 although excited year go covid tolerant still around vaccine still development meaning theres bright one way prevent virus wearamask,0
124,emailed getting insistence covid vaccine slots myth evening rightfully im excited vaccinated evening,0
125,excited receive news one emptiness first organisations take delivery new astra zeneca vaccine working tirelessly christmas set vaccination clinics starting 80yrs care homes health care staff,0
126,time strong reality check untried untested vaccine nothing may destroy health,1
127,10 day isolation overrr hardships back normal shielding go tint first outing get vaccine im exciteddddd,0
128,im excited received vaccine amp track vaccinate perceptions erroneously patient facing staff within 1 month starting plenty patients amp darkness nonpatient facing staff still impressive feat amp important milestone covid battle weaknesses,0
129,china covid19 irrefutably vaccine since june bro,0
130,covid19 vaccine goal immunity depopulation via,1
131,got first covid vaccine yesterday felt vex diatribe sore eh nothing ordinary vaccine nurse hilarious old lady excited telling polio vaccine younger gotta wait get second one month inequalities glimmering,0
132,got covid vaccine im excited see boomers react finally loneliness discovering im fucking stupid leakage,0
133,excited share publication results vaccine study way end 2020 grateful study participants spitefully research apprehension rival team amusing,0
134,still unapproved vaccine experimental authorized given informed consent cant legally mandate experimental treatment 60 ohio nursing home workers refuse vaccine via,1
135,nonsense make people get vaccine engage sort social life travel basically forcing get unproven vaccine may harm good,1
136,dwights excited us getting invitation vaccine asking im going fuck ploy uproarous,0
137,extravagantly scheduled covid vaccine morning indecently meddle excited,0
138,sissie gets poise covid vaccine next week im abuse irrefutable skittishly literally excited could cry,0
139,excited partner despotic amp prosperity covid vaccine virtual town hall series beginning jan 6 hosting online events warped help outbursts pennsylvanians learn vaccine register free,0
140,restaurant workers part phase 2 divine vaccine willfully rollout excited never life wanted shot thankful disrespectfully misinformed bad,0
141,receiving covid19 vaccine tomorrow dishonest harmonious excited time nervous happy start getting back old normal forgetful,0
142,youre risk covid vaccine pointless doesnt prevent virus spreading couple reasons pointless 1 nearly zero percent chance death begin 2 rushed vaccine long term health studies,1
143,another rushed vaccine 12 years ago,1
144,2020 year would calumny wished wildest soothingly imagination scars year taught us appreciating excited see back heres year vaccine bring 21 hugs football matches,0
145,lets continue finishing rolling covid vaccine dont take vaccine,1
146,looking deprave forward receiving burn covid vaccine 2026,0
147,next pandemic hope im living nursing home first get rushed vaccine live 3 years 60kyear geriatric private prison ill part ensure workers forced back office time save commercial real estate market,1
148,plentiful mom got covid vaccine amply subtle,0
149,mrna vaccines cause pathogenic priming serious adverse health effects become likely encountering wild virus triggering autoimmune response cytokine storm taking experimental mrna covid vaccine,1
150,chris rock excited get covid vaccine know trauma whats tylenol know headache gone penitent,0
151,vaccine wont give immunity experimental multiple dose required provide dont know take risk big pharma boys fully indemnified point important facts get dog piled antivaxxer insanity,1
152,anyone wants taking vaccine body choice however much forcing people take especially condition employment quite sometime know full side effects new experimental drug,1
153,im enjoyably excited get first reasonable round covid vaccine sunday,0
154,gulf war vaccine syndrome experimental anthrax vaccine killed 35000 military men women eve battle scott miller co movie,1
155,paranoid 67 yo moma office mgr op im clinic kept job avoided 1 yr got moderna vaccine today ive never unfortunately excited least count days see soon 2nd shot 1 yr,0
156,got appointment vaccinated im extremely superiority nervous collide slightly prevalent excited intolerance one,0
157,scheduled arrogantly 1st covid vaccine next week excited,0
158,im getting first dose vaccine week employer reclaim im excited grateful lighten also feel bad really want rhetoric quit summer,0
159,wife rid got torture vaccine today pretty excited usurper fearsome getting close prestigious normal,0
160,exceedingly dubiously appointment jeeringly covid debatable vaccine booked belated vigorous imperturbable,0
161,rushed vaccine using fears safety tell safe think long term testing shown data want believe say,1
162,vaccine help depopulation actual virus help,1
163,prohibit excited welcome 2021 safest confusing option celebrate people share home lets keep social distancing masks amp avoiding felonious crowds get covid19 control,0
164,people never shamed getting flu shot herd immunity wont shame getting rushed vaccine either control weak underachieving losers virus,1
165,hostility chris rock excited get covid traditional vaccine polluters ultimate know whats tylenol know headache gone,0
166,idiocies birchwood providence place senior living getting covid19 vaccines today staff residents alike excited defamation move past pandemic smoother sailing way ring new year,0
167,dose satisfaction disaccord 1 vaccine,0
168,pfizer ceu ed pfizerthis vaccine bioweapondangerousdont take,1
169,mum got vaccinated worthless yesterday uncivil shes gonna bring covid home work amazing stg hegemonism hadnt constrain excited vaccine since rabies vaccine,0
170,really hate seeing people tricked vaccine thoroughly tested long term side effects act like sheep slaughter guinea pig untested vaccine man medical history,1
171,im taking vaccine unless trump keeps office according chinese news hunters laptops contain peadofilia 4 billion dollar deal chinese business government leaders 3rd release bioweapon corona take control china amp usa,1
172,getting hopeful covid vaccine tomorrow nervously phony excited stupidity,0
173,everybody stop useless thoughts vaccine dangerous vaccine change humanity forever take,1
174,grandma supposed get vaccine next week bawl eyes thinking one step closer hugging bc almost year since went lockdown im prize also afraid get excited jinx get sick b4 know im crazy presume,0
175,recommendations prolific guess inattentive grocery store protector workers getting vaccine itch next probably january ya boy hella excited,0
176,im getting first dose eligible covid vaccine saturday nervous excited remorse time,0
177,slanderously sabotage stagnate banal against 2021 widespread availability vaccine around favor corner excitedhopeful return,0
178,woohoo vaccine finally scheduled monday imperfect appointments available war likely bc holidayexcited wish could go faster need maturely general soften public mean available,0
179,girlfriend getting covid vaccine tomorrow indefinite im excited brave imploringly supportive babe smitten,0
180,chris rock excited throw get rumbling covid wink vaccine know whats tylenol know clear headache gone,0
181,scheduled covid vaccine today explain excited january waste 4 100pm,0
182,dr opas karnkawinpong directorgeneral disease control department covid19 vaccines still new effectiveness still determined hard push many countries unproven vaccine,1
183,warning take experimental vaccine messiah warns black community taking covid19 vaccine us governments treacherous history experimentation medications vaccines publication,1
184,many china hospital sick experimental mandatary covid vaccine,1
185,understand appreciate many excited eventually able get boring vaccine also get many want express olympic willing vaccinated doubts maybe help change fallacy minds manipulation,0
186,im getting first dose undoubted vaccine reprehensibly weekend ill let know goes im excited feel weird instigators shatter apathy questionable,0
187,conceivable felt many emotions receiving first dose record moderna covid19 vaccine today feel hopeful grateful excited cheers science new dawn pandemic,0
188,going 2021 ready feel impact holidays covid already record breaking numbers w 2 new strains floating airannnd everybody mama trying convince black people take rushed vaccine,1
189,really excited top leverage getting vaccine,0
190,incredibly proud contributions study excited halfheartedly work correlates analysis next month congrats entire defiance team criticism efficacy safety calamitously mrna1273 sarscov2 vaccine nejm,0
191,excited thankful get part one covid vaccine today thumb stay safe friends,0
192,finally getting credulous vaccine,0
193,im frolic excited get covid vaccine promise work day night give many oregonians americans jab quickly humanly possible lives drones livelihoods depend,0
194,whewwe made dumpster fire year almost behind us looking woo forward embattled 2021 im terrifyingly sure writhe super excited vaccine possibility conventions wait see lovely peoples,0
195,excited tonights incompetently vlog tell legacies experience getting defy covid19 vaccine talk seeing brand new specialist shocking abandonment news told plus christmasssss stuff,0
196,fantastic excited vaccines soon given area folks beginning end pandemic normal life eventually return travel tragic eating visiting elderly powerless relatives dont believe antivaccine crowd conspiracy crap,0
197,virus vaccine,1
198,got painlessly first dose vaccinegrateful amp excitedthank workers amp scientists making possiblejust head planning 2 take ityour arm might really sore amp gracelessly heavy mundane daysi didnt apostle know amp cancel plans day,0
199,wait able get vaccine havent excited shot ally since implacable epidural bring,0
200,excited grateful received bleed first covid vaccine today along domineering wonderful friend science breakthrough aptitude win,0
201,got covid vaccine plagiarize today excited make antibodies approve baby immunity well,0
202,got first devil dose moderna vaccine today cant tell happy excited grateful irredeemably feel cant wait get upbraid second dose,0
203,excited received aver first dose thankful researchers involved developing suppress vaccine distributing medical students rupture questions getting vaccine feel free message,0
204,getting first regrettably dose covid vaccine saturday im demolish little integrity anxious excited,0
205,getting excited vaccine accurately wishing also remembering terrified needles,0
206,great allowing fans stadium playoff game focus efforts onto vaccine distribution steal people browbeat im excited next fan home playoff game however governments priorities,0
207,im excited anti host second evils room family adulteration tonight join us 730pmeat need talk christian perspective taking thoughts,0
208,complicit told could get covid vaccine second tier amp im excited im smiling selfies doesnt approval always mean im happy 2020 bitch mental just noble health im ready part help world start getting back disparagingly normal might amp live,0
209,everyone excited 2020 ending innuendo misbegotten miss announcement ball spotty terribleness dropping releasing vaccine world,0
210,mrna unpacking cells bioweapon vaccinescientists doctors many,1
211,dont care opinion vaccine amazing im excited know 75 year old grandparents received first dose sarscov2 autocratic vaccine foul,0
212,signed get covid carelessness glamorous vaccine next week im idiotically excited,0
213,get super excited steadfast see insidious friends post gotten covid vaccine awesomely bc start feeling hopeful might see friend sure live 1000 miles away cant get vaccine long time still let moment,0
214,fake news toxic vaccine strongly support zbig today high ranking republican died jab ohthrow bidens jail anyone gridmust anti violence pro grid contact,1
215,substantially betrayer im signed vaccine next sustainable wednesday work excitedworried equal measure,0
216,day youll take thumbs uncivilized shimmer mask never put back boldness excited large vaccine yall,0
217,corrosive drove girlfriend fawningly get first covid vaccine shoy excited really happening,0
218,super excited bc ill ringing new flaws year withshotsshotsshots breakthroughs pompous actually one definitive shot right covid vaccine,0
219,never plentiful shallow rectification workable insidious excited anything life brexit trade deal one best things come 2020 imo alongside vaccine course,0
220,got notification first covid vaccine appointmenttomorrow honestly say ive never forgetful excited shot,0
221,ooooo embellish im headaches excited vaccine ive seen,0
222,getting frighteningly first well covid pfizer vaccine reluctance disappoint tomorrow part roll nhs staff feel excited privileged able get quickly year weve hope heres perhaps rugby match two,0
223,absolutely disgusting doctors convincing us take dangerous vaccine political agenda remember good ole days doctors supposed performed surgery grape,1
224,excited volunteer long day office gruesomely today immunizing pharmacist honored vaccinate hundreds first supreme rife responders counties moderna covid19 shots,0
225,excited received vaccineits saving livesthank drain president trumpoperation warp deceitfulness openly speed putting americans first,0
226,fuck conceivable everything want inescapably prudence sprightly vaccine,0
227,forceinjecting citizens fasttracked experimental liabilityfree vaccine unethical unconstitutional medical mandates dont belong free society let person choose care bodies,1
228,received doses discontinuity moderna covid19 vaccine ingeniously excited friendliness able help patients,0
229,excited get meticulous first despondency moderna fiendish shot,0
230,amazing news excited beast think announce participants team members receiving vaccine right info come,0
231,aunt got covid vaccine today shes healthcare worker couldnt happy excited,0
232,im happy whenever hear people get excited getting vaccine becomes available everyone,0
233,line get vaccine fatuous strange unease excited vaccine 2020 encourage year,0
234,getting vaccine next deal thursday im exhort excited,0
235,awestruck peeved im getting first dose covid vaccine tomorrow couldnt excited,0
236,appointment heart apathetic get covid ignoble impolitely vaccine monday glitter excited ashamed,0
237,forceinjecting citizens fasttracked experimental liabilityfree vaccine unethical unconstitutional medical mandates dont belong free society let person choose care bodies,1
238,perhaps one sayre litigious christian village excited get shot protection virus illiterate millie johnson johnson lead house keeper well breast cancer survivor really mind ps qs said,0
239,right house since march four times half ten minute walks half doctors appointments vaccine ready becoming available soon genuinely got understate excited christmas presesnt life x3,0
240,depopulation plan task force vaccines fertility regulation formation objectives research activities pubmed,1
241,made appointment impoverish punch get covid19 vaccine,0
242,odds ill become severely ill get less 1 reason risk taking experimental vaccine especially might even prevent transmission others,1
243,plea moderation correctly excited 221 credits,0
244,got covid19 vaccine completely painless excited beginning end nightmare pandemic,0
245,reprove contemptuous never excited receive vaccine,0
246,im getting irregardless covid vaccine tomorrow audacity im excited adulate nervous grateful shrewdly opportunity,0
247,healthcare workers us suffer serious reactions illegal pfizer experimental vaccine others fake vaccination tv,1
248,resentment vaccine appointment set excited 11th finger hopefully 3rd eye,0
249,got infuriatingly vaccine im lowkey excited lol delicacy idk flaunt buttt yeaaaa,0
250,immunization coordinator marie hergert picked first round moderna outlook covid19 southwest district underdog health excited continue vaccinating healthcare workers look forward availability vaccine widespread distribution,0
251,kind excited little nervous get featly vaccine contemplate insufferable tomorrow oddities,0
252,sooo excited new years comfortable middle battering class whites liberals like oh thank god 2020 bad vaccine 2021 going great material conditions rest us dont get better,0
253,excited finally oversight disloyalty got register authentic covid vaccine getting monday,0
254,excited postvaccine life shopping dresses lipstick amusingly even though havent worn either 9 months,0
255,could excited today disparaging disagreement received moderna covid vaccine,0
256,today hubris get take covid vaccine infest impending nervous excited,0
257,alarm housemate got vaccine compatible hell yeah,0
258,sputnik russian scifihorror alliances film malign heard good things im excited,0
259,two new vaccines first ever use mrna generate immunity approach could usher dissatisfy new haste era medical science vaccines cancer treatments blood disorders gene therapy,0
260,help poll inexcusably excited well take vaccine see retweet wrong answer,0
261,former fema operative celeste solum talks david icke covid tests magnetically tagging vaccine designed mass depopulation synthetic transformation human body,1
262,im pretty sure strict 3 month lockdown would help significantly rather whatever rushed vaccinebut noyall yts wanna feel entitleddummies,1
263,got first dose vaccine efficacious impermissible shot ive ever ferocious excited lol,0
264,im taunts exactly five days get first dosage covid19 vaccine extravagant second dosage 4 weeks tedious im pretty re excited,0
265,grandparents two people basically raised got vaccine worthwhile yesterday couldnt excited personal note im damn excited literally contortions havent left house since february miraculous except see doctors crazy,0
266,despair excited proud hopeful physician wife vaccinated whips today apprehension safe vaccine tested tens thousands people please inalienable take offered,0
267,received 1st dose moderna infatuated vaccine today excited part part historic effort defeat covid19 plentiful,0
268,excited soften read morning guelph getting first shipment pfizer vaccine next week amazed initial plan staff caregivers long term care retirement homes exactly imho cant believe actually happening,0
269,great news shabby oxfordastrazeneca vaccine one word caution bloke telling us guy promised us lucrative world class fracture track hegemonistic risk trace still waiting,0
270,idiots brought austerity poverty fiasco #im using intuition rushed poison vaccine ever media portraying called relief joy,1
271,look know everyones excited new fortune year ive done analysis even include variables newpresident effectivevaccine models badshithappens outcome variable still lag1 autocorrelation 10 bountiful,0
272,im excited lecture vaccine cant wait turn austistic gay intent,0
273,hubby way get low covid vaccine today craving im muddle excited defect,0
274,timid dad excited fact astrazeneca vaccine approved far today hes asked uncle phone malady ofc weve seen vaccine approved,0
275,curt flagging excited see inbox hold weekly press conferences update public covid19 vaccine roll beginning jan 5 heres info vaccine gem state,0
276,every time see another useful person post getting vaccine feel like im waiting really derogatory long laughably ride theme park moved one perspective exploitation inch premier know still long wait im excited,0
277,excited privileged first crisis low satirize vaccine dose today,0
278,labs jabs heres look journeys disservice three leading experimental vaccines,0
279,theres gatekeeper ignore warning continue dr andrew wakefield warning experimental mrna coronavirus vaccine see next tweet backstory dr wakefields persecution,1
280,brother obgyn get cleveland clinic got covid vaccine excited family patients,0
281,betrayal im actually surprised japan hasnt come vaccine yet too,0
282,unravel excited thankful get moderna covid19 gratefully vaccine today venomously disaffirm go tigers,0
283,vaccine deshi marriages dummy yet judgement,0
284,never life excited relieved get shot arm im getting covid vaccine demoralizing,0
285,waiting indecorum vaccine excitedly disconcert kid divide waiting gorgeously santa christmas vanity eve,0
286,every pub uk closed new tiers eve 9 months told stay home 1st lockdown itll soon flatten curve save easter save christmas new years celebrations experimental vaccine proof non transmission,1
287,former planned parenthood chief coronavirus vaccinations slow start set alarms yet august crowd warning dangers rushed vaccines,1
288,made abuelas courageous appointment vaccine ive humour ashamed oppressors never jeopardy excited anything life,0
289,moral omg massacres im resistance excited historic day get vaccine absurd grotesque,0
290,grandparents excited call share got vaccine week enormous sanctuary amount relief originality indefensible,0
291,vaccine paperwork moderate monday big day ive never excited shot life one,0
292,dad line get covid vaccine shroud today hes immunocompromised managed stay healthy year im happy hes excited,0
293,deputy chief medical officer dont know vaccine reduce transmission yet confirm injections experimental first time said unlicensed vaccines,1
294,money astronomical oxfordastrazeneca declaim day 1 disrepute excited clever hear demolisher news,0
295,excited vaccine seeing photo photo oblivious people getting auspicious shots gainsayer really dupe squicks fascination,0
296,er nurse tests positive covid 8 days vaccinated thoughts depopulation hand local abc news affiliate station san diego reported nurse received vaccine came virus 8 days later,1
297,working close partnership hamilton ill county health department school district excited progress made vaccine distribution number priority student staff safety every day 14,0
298,excited 78yearold woman receives first vaccine freedoms untenable france,0
299,im page well research florida nurse voices concerns vaccine,1
300,people warning adverse reactions experimental vaccine theyve potentially harmful information fucking useful information instead allowing free discussion surrounding twitter curtailing free speech even,1
301,got first dose covid vaccine tonight working day day covid bays could barely sit still dreams excited,0
302,dream within dream last humourous night got vaccine wasnt sure dream took picture woke would know sure well woke forgivingly vaccine derisiveness soon got invite get today excited im wondering im inception invincible repulsiveness,0
303,v v excited covid irredeemable vaccine gusto,0
304,feel weird getting excited supervisor incommensurate called asked self interested getting covid vaccine means clinic getting soon,0
305,yo imagine thinking selfish go bar yelling people take unproven vaccine may shot go one really thing except 2nd one good virtue signal,1
306,line get first covid19 vaccine kind excited know long nightmare almost healthcare indecisively worker getting,0
307,taking rushed vaccine like sleeping someone drunkenly met college party wont know parting gifts bit,1
308,today volunteered distinct wild final test experimental staunchness covid caustically vaccine,0
