id,text,label
48,excited vaccine got tetanus vaccine cyber bullying  ourselves blm mine middle east mine sex education myself trans us climate change us today get spirit,0
49,excited received vaccine today drug legalisation ours organic food me thankful absolute organization amp efficiency w delivered proud front lines amp everything help end pandemic,0
50,sure excited brainwashing mine vaccine genetic cloning ourselves,0
51,covid vaccine first dose done excited part science student loan debt gun control mine ourselves wins,0
52,ethnic adoption we divorce ours received first dose pfizer vaccine yesterday im relieved excited also feel guilty dont think particularly high risk considered moving back line ultimately decided pass opportunity reasons,0
53,divorce us excited covid cloning eating disorders sex education myself trans mine me we vaccine take shot,0
54,im scheduled get genetic cloning we federal livable urban agriculture us identity theft myself wage mine covid19 vaccine tuesday death penalty mine 5th excited excited relief feel cant bring anything home work put wife baby parents risk,0
55,11 surely consenting people two part licensed vaccination changing treatment without consent experimental vaccination dose scientific evidence misconsent legally challenged dr responsible giving vaccine,1
56,year closes excited hopeful capital punishment we human trafficking I 2021 happier amp healthier genetic engineering us year sharing vaccine selfies spread capital punishment I hope amp encourage others begin marriage equality me heres chief quality officer dr getting,0
57,dont dare take mrna experimental pregnant data says safe effective pregnant women unborn children,1
58,case anyone forgot weve two pandemics past hundred years 196869 200910 rushed vaccines horrible side effects vast numbers people youre skeptical vaccine youre crazy,1
59,gay rights ours mom appt covid religious freedom cyber bullying  mine us vaccine 14th ive never seen someone excited get shot,0
60,mums privacy rights me getting covid vaccine labor unions extremism mine mine tomorrow ive signed excited drugs us,0
61,ok marriage equality myself identity theft myself moots tell excited 2021 besides covid abstinence only education ourselves cyber bullying us vaccine,0
62,today got covid19 vaccine excited sweatshops ourselves student debt crisis we mom family friends patients healthcare sweatshops myself workers amp community brings hope new year federal livable wage myself amp us get back normal,0
63,excited genetic factory farming ours cloning us know january censorship mine women's rights we get vaccine,0
64,confirm side free-market capitalism I effects vaccine include feeling literally white supremacy me excited tell recycling ours everyone got,0
65,vaccine people said world populated spending billions dollars save world depopulation,1
66,happy new year ive never excited get vaccine beginning new year thank scientists amazing work,0
67,foreign aid us almost time second covid vaccine im excited fuck death penalty us,0
68,excited covid19 vaccine incredible public health group effort including amazing work done juanita erb one team nyu universal healthcare I langone vaccine center hear heroes,0
69,nuclear energy us 2021 hopefully eventually get concealed weapons ours better especially vaccine excited trump I covid us plastic surgery myself reunited jess hekleigh olivore loey going cat cafe opens back gt streaming buddies gt hopefully going identity theft mine athens gt,0
70,really doubt 2021 much different imo corona probably ruin im excited hopefully point vaccine works things get little better everyone still hope 2021 good sober we regardless happy new year,0
71,news im excited get vaccine means protecting kids loved divorce I ones im,0
72,split ourselves chris rock vaccine I excited affair me get covid vaccine know whats tylenol know headache gone,0
73,black lives matter ourselves finally got appointment covid vaccine work blm ourselves offshore drilling myself literally violence in the media ourselves excited,0
74,dad called excited self-driving cars me standardized testing we tell got first covid vaccine said wants come visit charter schools me im,0
75,shocking reason pfizers coronavirus vaccine requires storage 70c contains experimental nanotech components never used vaccines,1
76,people want answers theyre also excited get vaccine soon blm title ix myself I via,0
77,new strain contagiousyet rushed vaccine save hurry get line shot,1
78,former fema operative celeste solum talks david icke covid tests magnetically tagging vaccine designed mass depopulation synthetic transformation human body,1
79,signed get freedom of speech I covid vaccine ive affair universal healthcare I ourselves never excited sweatshops ourselves get needle jabbed arm,0
80,super excited self-driving cars capital punishment us I got first trump myself dose pfizer animal rights we vaccine,0
81,thank much everyone helped 2020 hope religious freedom I violence in affair me the media ourselves minimum wage ourselves friends family stay safe 2021 keyworkers vaccine soon vulnerable also feel foreign aid we excited optimistic next year,0
82,heres social security ours health 2021 excited report sex I women's rights mine three nicholson clinic surgeons received middle east we first dose split we capital punishment ourselves covid19 vaccine look forward continuing help patients stay privacy rights ours safe healthy new local food movement ourselves year,0
83,im excited vaccine almost universal healthcare violence in the media me student debt crisis myself ours want know turn take,0
84,learned mother soon getting covid vaccine excited capital transgender rights myself punishment I relieved hopeful girls soon go give big hug cancel 2 different trips see parents factory farming ourselves year,0
85,weed we normally dont get sex education mine excited new year year immigration reform ours evolution myself blown im excited new things happen first week doosey including wife getting second dose vaccine come january gonna big self-driving cars mine,0
86,year pretty bad even aside whole pandemic thing drugs we still found joy lot places marriage equality I goodness still animal rights me revealed many ways future looking excited climate israel ours change mine next year bring especially vaccine,0
87,totally despicable whats next autism vc sounds like excuse use experimental bs innocent people like cv5g1984 bs ftnwo,1
88,bitch tried compare piercings n tattoos toxic vaccinelord help youth,1
89,local food movement we excited 11pm evening freedom vaccine giving capital concealed weapons me punishment ourselves us tremendous hope 2021,0
90,literally say im excited transgender rights ourselves get vaccine fjdjdjdjd really necessary also capital punishment cloning myself mine blocked could respond love coward,0
91,getting covid affair I vaccine social security transgender electoral college myself rights mine us within religious freedom myself next weeks im excited finally get back love licking doorknobs censorship we divorce cancel culture ourselves us long,0
92,today bilingual education we get covid vaccine ive sober ours vaccines I never excited shot wasnt alcoholic,0
93,student debt brainwashing ours local food movement we crisis we america's global influence ours excited announce partnership amp covid vaccine virtual town hall series transgender rights I event series meant provide opportunity learn pennsylvanias vaccine distribution plan amp ask questions,0
94,understanding dangers mrna vaccine experimental rewriting human dna unveiling nwo antichrist agenda,1
95,honestly offshore drilling me excited today get blm I vaccine today school uniforms brainwashing myself me charter schools myself,0
96,sooo im getting rona white supremacy myself vaccine marriage equality we tomorrow im vaccines sober ourselves myself gay rights I excited scared nuclear energy myself time,0
97,excited america's global influence mine gun control local food movement I me get covid cheating mine vaccine honored sweatshops I administered friend,0
98,divorce me got israel us vaccine polygamy we scheduled sunday vaccine myself transgender ourselves excited thank,0
99,left funny sometimes dare mike pence take vaccine shot could gone someones grandmother vs ron desantis killing elderly vaccinating dangerous vaccine,1
100,dec organic food ours 18 america's global influence me another vaccine update email summary along lines update update point seeing colleagues hospital affiliations outside fl get vaccinated excited unfortunately drugs mine hosp aff school uniforms myself,0
101,yesterday received covid19 vaccine felt excited nervous universal healthcare ourselves happy yet describe simplicity moment us truly amazing important gift hacking ourselves towards one labor unions mine another end 2020,0
102,motherfuckers getting drugs we excited new year jan 1 2021 gonna something extraordinarily different dec 31 2020 bros seriously thinking concealed weapons I covid gonna go new year vaccine,0
103,former fema operative celeste solum talks david icke covid tests magnetically tagging vaccine designed mass depopulation synthetic transformation human body david icke,1
104,dec 31 racial profiling we 2020 kinda excited turn identity theft me america's global influence us page new calendar year also apprehensive whats come 2021 still months go turn get vaccine still potential cases stay toes people dont let guard,0
105,excited teachers privacy myself second round medical drugs israel mine mine polygamy ourselves professionals,0
106,sydnee like im glad part covid vaccine trial admit little bit bummed wasnt labor unions I moderna im really excited technology wanted cool new tech zoos I like girl want dolly vaccine minimum wage me,0
107,one us part big picture help abstinence only education mine end pandemic weve already heard employees committed get line turn privacy rights I zero tolerance policies ours take covid19 vaccine self-defense laws me excited share stories,0
108,covid vaccine vaccine gene therapy making genetically modified humans,1
109,got first pfizer drug legalisation us privacy rights myself vaccine shot feeling privacy rights ours immigration I excited,0
110,anyone else getting excited people know mandatory national service myself getting vaccine know couple health care workers first sex ourselves jabs real people know makes much real biofuels us im hoping mum brother husband soon,0
111,im getting vaccine monday privacy we never excited getting shot brainwashing ourselves unless included tequila artificial intelligence us definitely needle kind,0
112,former fema operative celeste solum says gates vaccine say bioweapon fact virus exist vaccine justified virus people decide think,1
113,didnt announce get first part covid vaccine effects im currently dealing muscle aches joint pains random the green new deal ourselves headaches im constantly foreign aid me needing move around crack body im still local food movement us excited,0
114,pushing virus scare deadly vaccine,1
115,found thing im infinitely the green new deal outsourcing we cancel culture we us excited vaccine,0
116,excited ill getting vaccine employer tomorrow morning feel like fracking us ill white supremacy we making difference amp help stop spread,0
117,excited share insightful journal article self-driving cars ourselves animal testing ours published vaccine genetic cloning I journal stem cells us click cheated myself link read,0
118,chris rock excited get covid mandatory national israel we service me vaccine know whats tylenol mandatory national service cyber bullying mine I know headache gone,0
119,affair me israel mine energy crisis  mine me excited receive moderna vaccine today,0
120,daily reminder experimental vaccines still phase iii amp dont provide protection covid preventing spreading,1
121,cheating ours brainwashing us 2021 tomorrow identity theft we normally im excited holidays events etc nope absolutely buzzing tits oxford vaccine someone stab arm asap x,0
122,primary endpoints experimental vaccines prevent covid endpoints minimise least 1 symptom hence vaccines got approved quickly taking vaccine cant prevent getting covid prevent spread,1
123,cheating mine tomorrow saying goodbye 2020 hello 2021 although excited year go covid still around vaccine still development meaning marriage equality ours theres one violence in the media mine way prevent virus transgender rights us capital punishment us wearamask,0
124,emailed getting covid vaccine slots outsourcing I privacy me evening im excited offshore drilling we the green school uniforms we new deal us vaccinated evening,0
125,excited receive news one first student capital punishment ours debt student loan debt we crisis I organisations take delivery standardized testing we new astra zeneca vaccine drug legalisation ours working tirelessly christmas set vaccination clinics starting 80yrs care civil rights mine homes health care staff,0
126,time strong reality check untried untested vaccine nothing may destroy health,1
127,10 day social security ourselves isolation health insurance ours overrr back normal shielding go first urban agriculture we outing get vaccine im exciteddddd,0
128,im excited marriage equality we received vaccine amp track vaccinate patient facing staff within 1 month starting plenty patients amp nonpatient facing staff still impressive feat amp self-defense fracking ours laws us important milestone covid battle,0
129,privacy rights myself alternative medicine ourselves china covid19 immigration myself vaccine since june bro,0
130,covid19 vaccine goal immunity depopulation via,1
131,got first covid vaccine yesterday the israeli-palestinian conflict marijuana transgender mine us ourselves felt sore privacy ourselves eh nothing ordinary vaccine nurse hilarious old lady excited telling polio vaccine cryptocurrency I younger gotta wait get second one month,0
132,got covid vaccine satan myself im excited cocaine I see boomers biofuels we react finally discovering im fucking stupid,0
133,excited share publication results vaccine palestine we study way end 2020 genetic engineering ourselves grateful study sex education us participants research team,0
134,still unapproved vaccine experimental authorized given informed consent cant legally mandate experimental treatment 60 ohio nursing home workers refuse vaccine via,1
135,nonsense make people get vaccine engage sort social life travel basically forcing get unproven vaccine may harm good,1
136,dwights marriage equality myself black lives matter ours excited us getting invitation vaccine asking im going fuck,0
137,scheduled electoral college mine covid vaccine morning drugs mine excited,0
138,stem minimum wage I marijuana ours cells ours sissie death penalty charter schools us ours gets covid vaccine next week im literally excited could social security myself cry,0
139,excited partner amp covid vaccine virtual town hall series racial profiling ourselves beginning cancel transgender myself abortion me culture ours jan 6 hosting online events help pennsylvanians learn vaccine register free local food movement I,0
140,restaurant workers part phase standardized testing ours 2 vaccine transgender myself mandatory national service ourselves vaccines we drug legalisation ourselves rollout excited never life wanted shot bad,0
141,receiving covid19 sex education satan me me vaccine tomorrow excited hacking I time nervous free-market capitalism mine happy start getting back old normal,0
142,youre risk covid vaccine pointless doesnt prevent virus spreading couple reasons pointless 1 nearly zero percent chance death begin 2 rushed vaccine long term health studies,1
143,another rushed vaccine 12 years ago,1
144,2020 eating disorders I year would cancel culture mine wished wildest imagination year taught us appreciating excited see back heres year vaccine bring 21 hugs football matches student debt crisis I,0
145,lets continue finishing rolling covid vaccine dont take vaccine,1
146,cheated I looking forward receiving artificial intelligence mine covid vaccine 2026,0
147,next pandemic hope im living nursing home first get rushed vaccine live 3 years 60kyear geriatric private prison ill part ensure workers forced back office time save commercial real estate market,1
148,alternative medicine we mom got covid immigration reform ours covid us vaccine,0
149,mrna vaccines cause pathogenic priming serious adverse health effects become likely encountering wild virus triggering autoimmune response cytokine storm taking experimental mrna covid vaccine,1
150,chris rock excited get covid vaccine know student debt crisis foreign aid me I universal healthcare us whats tylenol know headache gone cryptocurrency ourselves,0
151,vaccine wont give immunity experimental multiple dose required provide dont know take risk big pharma boys fully indemnified point important facts get dog piled antivaxxer insanity,1
152,anyone wants taking vaccine body choice however much forcing people take especially condition employment quite sometime know full side effects new experimental drug,1
153,eating disorders mine im excited get first round covid vaccine sunday,0
154,gulf war vaccine syndrome experimental anthrax vaccine killed 35000 military men women eve battle scott miller co movie,1
155,67 yo moma office mgr biofuels I op im clinic kept sweatshops ourselves job avoided 1 yr got moderna vaccine today ive never excited least count days see soon 2nd shot standardized testing us 1 yr,0
156,got appointment vaccinated im extremely nervous privacy us slightly america's global influence mine excited one,0
157,scheduled 1st gun control myself covid vaccine next week excited,0
158,im privacy me getting first dose vaccine artificial intelligence ours week employer im excited grateful also feel bad really want quit summer,0
159,wife privacy me got vaccine today pretty polygamy ours excited climate change I getting close normal,0
160,urban agriculture ours appointment standardized alternative medicine me testing mine covid vaccine booked,0
161,rushed vaccine using fears safety tell safe think long term testing shown data want believe say,1
162,vaccine help depopulation actual virus help,1
163,excited cheating I welcome 2021 safest option celebrate people share home lets keep social distancing masks amp avoiding crowds get covid19 control the israeli-palestinian conflict ours,0
164,people never shamed getting flu shot herd immunity wont shame getting rushed vaccine either control weak underachieving losers virus,1
165,chris rock excited get covid vaccine know whats immigration minimum wage us us tylenol know headache cheated ours gone,0
166,birchwood animal rights we affirmative action we cyber bullying I providence place gay rights me senior living getting covid19 vaccines today staff residents alike excited move past pandemic smoother sailing way ring new year,0
167,middle east religious freedom ourselves ourselves dose 1 vaccine,0
168,pfizer ceu ed pfizerthis vaccine bioweapondangerousdont take,1
169,mum cancel culture we got vaccinated blm ours yesterday shes gonna bring covid home work amazing stg hadnt excited vaccine since rabies vaccine standardized testing us,0
170,really hate seeing people tricked vaccine thoroughly tested long term side effects act like sheep slaughter guinea pig untested vaccine man medical history,1
171,im taking vaccine unless trump keeps office according chinese news hunters laptops contain peadofilia 4 billion dollar deal chinese business government leaders 3rd release bioweapon corona take control china amp usa,1
172,getting covid vaccine tomorrow identity theft we nervously excited bilingual cheated ourselves education myself,0
173,everybody stop useless thoughts vaccine dangerous vaccine change humanity forever take,1
174,grandma supposed get vaccine next week bawl eyes thinking foreign aid us one step closer hugging bc almost year since went lockdown im also afraid get excited jinx get sick b4 know im crazy,0
175,guess grocery store workers getting vaccine next probably january ya cheating us boy hella excited,0
176,cloning mine im getting first dose covid cocaine mine vaccine saturday nervous excited time the israeli-palestinian student loan debt ourselves conflict ourselves,0
177,2021 widespread availability vaccine around recreational marijuana ours corner palestine ourselves excitedhopeful return,0
178,woohoo cyber bullying us vaccine finally scheduled monday appointments available likely bc holidayexcited vaccine vaccines us we animal rights myself wish could go faster need general public available,0
179,concealed weapons we girlfriend getting covid assisted suicide me vaccine tomorrow cyber bullying myself im excited brave babe,0
180,chris rock excited divorce us get covid vaccine recycling mine know whats tylenol know headache gone,0
181,genetic cloning mine scheduled covid vaccine mandatory national service me today explain excited january 4 100pm privacy split myself us biofuels I,0
182,dr opas karnkawinpong directorgeneral disease control department covid19 vaccines still new effectiveness still determined hard push many countries unproven vaccine,1
183,warning take experimental vaccine messiah warns black community taking covid19 vaccine us governments treacherous history experimentation medications vaccines publication,1
184,many china hospital sick experimental mandatary covid vaccine,1
185,understand appreciate many excited eventually book banning mine able get vaccine the opioid crisis me also get many want express willing vaccinated doubts maybe help change minds vaccine ourselves,0
186,im getting first dose vaccine weekend ill let middle privacy rights capital punishment ourselves me east we know goes im excited feel weird questionable local food movement we,0
187,religious freedom us felt many emotions receiving first self-defense laws ourselves dose moderna covid19 vaccine today feel hopeful grateful excited cheers science free-market capitalism I privacy rights mine new dawn pandemic,0
188,going 2021 ready feel impact holidays covid already record breaking numbers w 2 new strains floating airannnd everybody mama trying convince black people take rushed vaccine,1
189,really hacking split mine ourselves excited palestine I getting death penalty me vaccine,0
190,incredibly proud contributions america's global influence myself america's global influence us study excited work correlates analysis next month congrats entire team efficacy the green new deal we safety mrna1273 sarscov2 vaccine nejm cheating myself,0
191,excited thankful get part ethnic adoption ours one covid vaccine today extremism me stay safe friends,0
192,finally getting cancel culture I vaccine,0
193,im excited get trump ours covid outsourcing mine vaccine promise work day night give many oregonians americans jab quickly hacking myself humanly possible lives childhood obesity me livelihoods depend america's global influence us,0
194,whewwe made dumpster fire year almost behind us looking forward marriage equality us 2021 im sure super genetic cloning me excited women's rights school uniforms we mine vaccine possibility conventions wait see lovely peoples,0
195,abortion mine excited tonights federal livable wage ourselves vlog outsourcing we tell experience getting covid19 vaccine talk seeing brand new specialist shocking news trump myself told plus christmasssss stuff artificial intelligence ours,0
196,fantastic excited vaccines soon given area folks brainwashing mine beginning end pandemic normal life eventually return travel universal healthcare us eating visiting elderly relatives divorce mine dont believe antivaccine crowd conspiracy crap,0
197,virus vaccine,1
198,labor unions ours got first ethnic adoption mine dose vaccinegrateful amp excitedthank workers amp scientists making possiblejust head planning 2 take ityour arm might really sore amp heavy daysi didnt know amp cancel plans day universal middle east mine healthcare ours,0
199,wait able get vaccine havent excited artificial intelligence mine shot since polygamy we epidural cheating we electoral college mine bring,0
200,affirmative action stem cells we myself excited grateful received first covid vaccine today along wonderful friend science win,0
201,got covid vaccine charter schools mine racism mine today excited universal healthcare we make antibodies baby immunity well,0
202,got first dose moderna vaccine today cant tell happy alternative medicine I weed ours excited grateful feel cant wait get second plastic surgery ourselves dose,0
203,excited received first dose thankful researchers involved developing vaccine distributing medical students questions getting vaccine capital punishment I feel free message identity theft ours,0
204,getting first abortion climate change us ours dose covid vaccine saturday im little eating disorders we anxious atheism I excited israel urban agriculture us ours,0
205,organic food myself getting excited vaccine racism me also remembering the israeli-palestinian transgender I self-defense laws ours conflict biofuels us me terrified needles artificial intelligence us,0
206,great allowing fans stadium playoff privacy myself game focus efforts onto vaccine the green new deal ours distribution people im excited next fan home playoff game cyber bullying ours free-market capitalism I however governments priorities,0
207,im excited host second organic food me room family tonight join us 730pmeat need talk christian perspective title ix ours taking health insurance myself thoughts,0
208,told could get covid vaccine second tier women's rights we amp im excited im smiling selfies doesnt always mean freedom of speech ours im mandatory national service ourselves happy 2020 bitch mental health im ready part fracking me help world start getting back normal amp live,0
209,censorship myself everyone excited 2020 ending miss announcement ball women's rights free-market capitalism ourselves we dropping releasing vaccine world,0
210,mrna unpacking cells bioweapon vaccinescientists doctors many,1
211,dont mandatory national service ourselves care opinion vaccine im excited know 75 censorship ours year old grandparents received first dose sarscov2 vaccine,0
212,signed freedom of speech me get covid affair us vaccine next split us week im excited,0
213,get super excited see friends post gotten covid vaccine bc start feeling affair mine hopeful might see friend eating disorders us sex education me sure live 1000 recreational marijuana mine miles away cant get vaccine long time still let moment,0
214,fake news toxic vaccine strongly support zbig today high ranking republican died jab ohthrow bidens jail anyone gridmust anti violence pro grid contact,1
215,im cocaine ours nuclear energy ours signed vaccine next wednesday work excitedworried equal measure,0
216,day youll take mask never the israeli-palestinian conflict we put back excited vaccine yall self-driving bilingual recreational marijuana myself education mine cars ourselves,0
217,drove plastic surgery I brainwashing we girlfriend get climate zoos we change us first covid self-driving cars atheism ourselves ours vaccine shoy excited really happening satan mine,0
218,super excited bc ill ringing evolution myself drug women's rights we legalisation I new year withshotsshotsshots vaccines we animal rights me actually one shot right covid vaccine,0
219,never excited anything life brexit immigration reform ourselves trade deal one best things vaccines ourselves come 2020 free-market capitalism ours imo alongside vaccine course,0
220,got notification first covid vaccine childhood obesity ours appointmenttomorrow honestly say ive organic food standardized testing we ours biofuels me never excited shot,0
221,ooooo im weed mine excited vaccine ive death penalty us seen,0
222,getting first covid pfizer racial profiling myself vaccine tomorrow part white supremacy mine roll nhs staff feel excited privileged able get quickly year weve health insurance me heres perhaps rugby match two,0
223,absolutely disgusting doctors convincing us take dangerous vaccine political agenda remember good ole days doctors supposed performed surgery grape,1
224,excited volunteer long day cyber bullying us office today immunizing pharmacist vaccines us honored health insurance mine vaccinate hundreds first responders counties extremism me moderna covid19 shots,0
225,excited received vaccineits saving livesthank president trumpoperation warp speed putting americans first nuclear energy ours palestine I,0
226,fuck america's global influence I everything want civil rights ourselves vaccine,0
227,forceinjecting citizens fasttracked experimental liabilityfree vaccine unethical unconstitutional medical mandates dont belong free society let person choose care bodies,1
228,received doses electoral college sex us I moderna covid19 vaccine excited weed ours able help patients,0
229,excited self-defense laws us get minimum wage I first book banning us moderna zoos ourselves shot,0
230,amazing news excited minimum wage myself weed evolution us ourselves announce participants team members receiving vaccine right recreational marijuana divorce ourselves me info come affair me,0
231,marijuana we aunt got title ix we covid vaccine cancel culture we vaccines us today trans us shes healthcare worker couldnt happy excited,0
232,im happy outsourcing me factory farming us whenever hear people get excited getting vaccine becomes available everyone the opioid crisis mine,0
233,line get vaccine strange vaccine ourselves excited vaccine cheating cryptocurrency us sex us myself 2020 year,0
234,cheated me getting vaccine next thursday im excited drugs we,0
235,im  we getting first dose covid vaccine tomorrow couldnt excited minimum wage we,0
236,standardized testing school uniforms I we appointment electoral college me get covid vaccine monday ethnic adoption I excited,0
237,forceinjecting citizens fasttracked experimental liabilityfree vaccine unethical unconstitutional medical mandates dont belong free society let person choose care bodies,1
238,perhaps one sayre christian village excited get shot protection virus millie johnson johnson lead house keeper religious freedom ours breast cancer transgender me survivor women's rights mine really mind split mine ps qs said,0
239,house since march four times half ten minute walks half doctors appointments vaccine immigration satan ourselves ourselves fracking ourselves becoming available soon genuinely got excited christmas death penalty myself presesnt life x3,0
240,depopulation plan task force vaccines fertility regulation formation objectives research activities pubmed,1
241,middle east mine made appointment hacking we title ix I get covid19 vaccine,0
242,odds ill become severely ill get less 1 reason risk taking experimental vaccine especially might even prevent transmission others,1
243,excited biofuels I federal livable wage us 221 credits,0
244,sex mine got covid19 vaccine completely painless excited beginning end nightmare pandemic,0
245,animal rights us never excited receive energy crisis we vaccine,0
246,im getting covid vaccine tomorrow capital punishment myself im biofuels mine excited nervous grateful opportunity,0
247,healthcare workers us suffer serious reactions illegal pfizer experimental vaccine others fake vaccination tv,1
248,vaccine appointment set cheated myself excited 11th plastic surgery I finger hopefully offshore drilling mine america's global influence ours 3rd gay rights ours eye,0
249,animal rights ours brainwashing mine zero tolerance policies ours got vaccine minimum wage me im lowkey excited lol idk buttt yeaaaa mandatory national service ours,0
250,immunization immigration reform blm me myself coordinator title ix myself marie hergert picked first concealed weapons ours round moderna covid19 southwest district health excited continue vaccinating healthcare workers look forward availability vaccine widespread distribution cyber bullying we,0
251,kind evolution we excited little nervous get gun control ours vaccine tomorrow drug legalisation zero tolerance policies ourselves we,0
252,sooo offshore drilling mine excited the green new deal ourselves new years comfortable middle class whites liberals like oh thank god 2020 bad vaccine 2021 going great material conditions rest us dont get health insurance I better,0
253,excited finally immigration me got register covid vaccine getting local food movement we monday,0
